name	age	height	weight	foot	injury tolerance	position_prefered_team	positions	fifa_team	contract_valid_until	nationality	attack	defence	balance	stamina	speed	acceleration	response	agility	dribble accuracy	dribble speed	short pass accuracy	short pass speed	long pass accuracy	long pass speed	shot accuracy	shot power	shot technique	free kick accuracy	swerve	heading	jump	technique	aggression	mentality	gk skills	team work
Ayman Kari	20	176	71	R	B	CM	["CM","AM"]	Paris Saint Germain	2025	France	71	62	73	71	72	78	73	73	79	75	78	73	70	65	62	68	65	61	71	67	75	80	73	69	50	71
Lucas Lopes Beraldo	21	182	78	L	B	CBT	["CBT","SB"]	Paris Saint Germain	2028	Brazil	67	77	79	71	76	68	79	66	75	74	81	73	70	61	61	68	64	61	64	80	85	77	79	77	50	72
Milan Škriniar	29	188	80	R	B	CBT	["CBT"]	Paris Saint Germain	2028	Slovakia	61	87	89	74	67	66	86	62	75	68	78	71	68	57	63	68	63	63	62	83	85	77	67	79	50	83
Matvey Safonov Сафонов Матвей Евгеньевич	25	192	82	R	B	GK	["GK"]	Paris Saint Germain	2029	Russia	31	81	81	71	62	62	83	71	58	55	61	67	65	68	31	79	43	61	49	55	77	65	47	71	80	70
Yoram Zague	18	168	58	R	B	SB	["SB"]	Paris Saint Germain	2027	France	65	63	74	71	74	81	71	77	72	72	71	68	67	65	61	68	61	61	65	62	70	71	71	69	50	66
Naoufel El Hannach	18	183	75	R	B	CBT	["CBT","SB"]	Paris Saint Germain	2026	Morocco	61	67	67	71	77	69	65	70	65	69	71	68	60	60	61	68	59	61	62	68	69	66	61	67	50	61
Willian Joel Pacho Tenorio	23	188	81	L	B	CBT	["CBT"]	Paris Saint Germain	2029	Ecuador	57	83	86	75	82	81	82	75	68	72	78	72	67	58	61	68	62	61	62	77	90	74	64	78	50	83
Arnau Tenas Ureña	23	185	85	R	B	GK	["GK"]	Paris Saint Germain	2026	Spain	31	77	76	71	62	62	81	71	58	55	61	69	66	70	29	83	43	61	49	55	73	65	49	72	77	71
João Pedro Gonçalves Neves	20	174	66	R	B	CM	["CM","DM"]	Paris Saint Germain	2029	Portugal	81	75	82	90	83	85	83	85	83	83	84	81	78	74	74	77	75	63	76	74	85	83	83	87	50	81
Adrien Truffert	23	176	72	L	B	SB	["SB","SM","WB"]	Rennes	2026	France	77	74	74	83	79	79	79	76	81	79	78	75	80	77	63	74	67	64	71	68	75	81	77	78	50	75
Christopher Maurice Wooh	23	191	92	R	B	CBT	["CBT"]	Rennes	2026	Cameroon	62	76	84	72	80	66	78	63	72	74	73	68	65	63	61	68	62	61	62	80	85	74	66	76	50	76
Azor Matusiwa	26	173	72	R	B	DM	["DM","CM"]	Rennes	2028	Netherlands	75	76	80	85	67	68	82	73	75	69	81	75	71	65	62	70	64	62	62	68	76	77	80	86	50	78
Albert Grønbæk Erlykke	23	176	65	R	B	AM	["AM","CM"]	Rennes	2029	Denmark	77	66	78	88	80	81	76	85	80	80	78	75	76	73	76	72	73	70	74	65	76	80	76	81	50	78
Baptiste Santamaria	29	183	81	R	B	DM	["DM","CM"]	Rennes	2026	France	75	76	74	84	66	66	78	69	81	68	84	82	76	74	73	81	72	68	67	70	68	81	78	81	50	77
Arnaud Kalimuendo Muinga	23	175	79	R	B	CF	["CF"]	Rennes	2027	France	82	38	82	71	81	85	81	82	82	81	75	76	62	69	83	79	79	66	72	78	87	82	81	71	50	76
Amine Ferid Gouiri	24	181	80	R	B	CF	["CF"]	Rennes	2027	Algeria	81	50	77	78	78	82	81	81	83	80	82	82	77	80	81	84	81	81	81	75	83	83	81	74	50	77
Ludovic Blas	27	180	77	L	B	WF	["WF","SM","AM"]	Rennes	2027	France	78	58	74	77	74	80	78	81	83	78	82	83	78	80	79	85	82	76	80	68	76	83	78	71	50	75
Mikayil Ngor Faye	20	186	81	L	B	CBT	["CBT","SB"]	Rennes	2028	Senegal	65	66	82	73	81	79	73	74	67	71	73	76	68	74	61	80	66	71	62	73	85	70	73	75	50	67
Jordan Anthony James	20	182	68	R	B	CM	["CM","AM","DM"]	Rennes	2028	Wales	73	66	76	75	71	73	72	73	73	71	76	75	69	68	73	75	69	63	63	61	70	74	72	73	50	73
Mahamadou Aboubakar Nagida	19	176	63	L	B	SB	["SB"]	Rennes	2028	Cameroon	67	63	74	71	81	78	71	79	70	75	68	66	65	67	61	68	61	61	62	61	66	70	71	67	50	64
Henrik Wendel Meister	21	193	83	R	B	CF	["CF"]	Rennes	2028	Denmark	71	38	84	71	76	73	68	71	70	71	67	69	60	62	72	74	66	61	62	73	83	71	68	73	50	73
Carlos Andrés Gómez Hinestroza	22	171	61	R	B	WF	["WF","SM"]	Rennes	2029	Colombia	76	40	68	72	81	82	77	82	79	80	74	71	69	69	78	68	73	66	68	61	69	78	77	65	50	70
Lorenz Assignon	24	181	77	R	B	SB	["SB"]	Rennes	2028	France	72	72	74	80	80	75	76	75	78	79	74	69	70	71	61	68	64	61	68	67	74	77	74	74	50	69
Gauthier Gallon	31	187	80	R	B	GK	["GK"]	Rennes	2027	France	31	78	78	71	62	62	79	65	58	55	61	66	64	66	36	76	43	61	49	55	74	65	49	69	77	67
João Pedro Neves Filipe	25	175	67	R	B	WF	["WF","SM"]	Rennes	2027	Portugal	75	41	77	71	90	86	74	88	84	86	77	76	76	76	75	77	78	78	76	69	77	85	74	68	50	72
Glen Adjei Kamara	29	181	73	R	B	DM	["DM","CM"]	Rennes	2028	Finland	74	72	82	87	79	76	78	79	80	79	82	77	71	68	65	73	69	61	69	68	78	81	78	81	50	74
Steve Mandanda	39	187	86	R	B	GK	["GK"]	Rennes	2025	France	31	81	79	72	62	62	83	68	59	55	70	70	66	67	36	78	43	63	49	56	76	66	52	76	81	74
Naouirou Mohamed Ahamada	22	183	73	R	B	CM	["CM","AM","SM"]	Rennes	2025	France	73	63	74	71	72	78	76	78	78	75	78	76	69	70	70	76	66	61	62	66	72	76	76	73	50	75
Hans Hateboer	31	187	72	R	B	SB	["SB","SM","WB"]	Rennes	2026	Netherlands	80	75	79	77	79	80	81	76	81	79	80	77	80	78	72	76	70	63	63	81	89	82	81	79	50	80
Alidu Seidu	24	173	68	R	B	CBT	["CBT","SB"]	Rennes	2028	Ghana	68	76	75	71	66	72	80	70	76	66	74	70	71	69	61	68	64	61	62	76	81	77	79	74	50	69
Djaoui Cissé	20	188	73	R	B	CM	["CM"]	Rennes	2027	France	66	51	66	71	66	72	64	67	72	67	74	69	65	56	66	68	64	61	62	64	68	73	64	66	50	66
Geoffrey Lembet	36	186	80	L	B	GK	["GK"]	Rennes	2025	Central African Republic	31	72	77	71	62	62	76	65	58	55	61	64	62	64	36	68	43	61	49	55	70	65	41	51	71	57
Abdelhamid Ait Boudlal عبد الحميد أيت بودلال	18	190	78	R	B	CBT	["CBT"]	Rennes	2028	Morocco	48	68	76	71	77	67	66	62	65	69	67	65	60	55	61	68	57	61	62	75	78	65	50	68	50	67
Leo Skiri Østigård	25	182	80	R	B	CBT	["CBT"]	Rennes	2027	Norway	54	75	85	72	69	68	76	70	68	67	70	67	62	59	61	68	61	61	62	80	87	69	60	79	50	77
Mohamed Kader Meïté	17	192	80	R	B	CF	["CF"]	Rennes	2028	France	65	31	81	71	68	66	63	63	67	65	66	67	58	57	67	71	65	61	63	75	75	69	63	63	50	63
Doğan Alemdar	22	189	73	R	B	GK	["GK"]	Rennes	2027	Türkiye	31	76	79	71	62	62	75	64	58	55	61	66	63	66	31	74	43	61	49	55	72	65	46	70	75	66
Brice Maubleu	35	192	83	R	B	GK	["GK"]	Saint-Étienne	2026	France	31	75	78	71	62	62	76	63	58	55	61	65	63	65	35	71	43	61	49	55	71	65	49	65	74	65
Mickaël Nadé	25	188	80	L	B	CBT	["CBT"]	Saint-Étienne	2028	France	55	76	92	78	66	66	76	62	65	60	65	64	58	53	61	68	60	61	62	74	76	67	60	79	50	76
Pierre-Emmanuel Ekwah Elimby	23	189	78	L	B	CM	["CM","DM"]	Saint-Étienne	2025	France	73	70	79	76	69	66	75	62	75	71	78	77	71	71	71	78	70	64	62	63	73	75	75	75	50	73
Yunis Abdelhamid يونس عبد الحميد	37	190	83	L	B	CBT	["CBT"]	Saint-Étienne	2025	Morocco	57	80	85	73	66	66	79	62	72	62	78	71	67	56	62	68	62	62	64	81	79	74	62	78	50	80
Benjamin Bouchouari بنيامين بوشواري	23	165	65	R	B	CM	["CM","DM"]	Saint-Étienne	2026	Morocco	73	59	74	74	66	73	74	74	76	70	78	71	70	62	63	68	66	64	64	61	66	76	74	68	50	70
Thomas Monconduit	33	184	83	R	B	DM	["DM","CM"]	Saint-Étienne	2025	France	70	71	79	77	66	66	73	67	73	64	73	72	73	71	61	72	68	71	75	73	73	76	73	76	50	72
Dennis Appiah	32	179	68	R	B	SB	["SB","CBT"]	Saint-Étienne	2025	France	66	75	73	89	75	73	78	75	71	71	70	67	67	64	61	68	62	61	66	67	73	73	73	83	50	70
Ibrahim Sissoko	29	192	89	R	B	CF	["CF"]	Saint-Étienne	2026	Mali	74	44	85	80	80	73	69	70	75	76	71	76	58	66	78	83	74	71	63	78	86	76	69	69	50	68
Florian Tardieu	32	181	70	R	B	DM	["DM","CM"]	Saint-Étienne	2026	France	66	70	73	87	66	66	74	68	74	64	77	74	74	72	70	73	67	73	70	72	68	75	74	83	50	73
Benjamin Craig Old	22	173	73	L	B	SM	["SM","AM","CM"]	Saint-Étienne	2028	New Zealand	70	49	79	77	85	85	68	85	73	79	73	68	67	65	70	68	62	63	62	61	69	72	68	78	50	74
Louis Mouton	22	180	75	R	B	CM	["CM","DM"]	Saint-Étienne	2025	France	72	63	69	78	70	72	73	70	74	71	75	70	67	59	61	68	63	61	62	63	68	76	73	75	50	71
Boubacar Fall	23	198	80	L	B	GK	["GK"]	Saint-Étienne	2025	Senegal	31	70	78	71	62	62	72	61	58	55	61	64	62	64	31	68	43	61	49	55	68	65	38	51	71	56
Pierre Cornud	28	177	73	L	B	SB	["SB"]	Saint-Étienne	2026	France	68	65	73	83	76	76	71	75	75	74	74	73	75	76	62	74	70	76	81	68	75	76	71	79	50	71
Mathieu Cafaro	27	178	74	R	B	WF	["WF","SM"]	Saint-Étienne	2025	France	75	52	76	83	75	83	76	84	78	77	76	75	75	76	72	76	73	78	75	61	70	77	76	75	50	72
Léo Pétrot	27	188	81	L	B	SB	["SB","CBT"]	Saint-Étienne	2025	France	65	72	84	75	71	69	75	68	67	66	71	67	65	64	61	68	61	61	62	74	82	69	73	74	50	65
Augustine Boakye	24	178	70	L	B	WF	["WF","SM","AM"]	Saint-Étienne	2028	Ghana	70	38	75	77	89	87	70	87	77	83	71	67	64	65	72	68	64	61	62	61	66	76	70	67	50	68
Buduka Dylan Batubinsika	28	188	84	R	B	CBT	["CBT"]	Saint-Étienne	2026	Congo DR	51	75	86	71	74	70	75	65	65	68	71	68	64	53	61	68	60	61	62	78	86	68	53	77	50	76
Zuriko Davitashvili ზურიკო დავითაშვილი	23	175	63	R	B	WF	["WF","SM"]	Saint-Étienne	2028	Georgia	74	34	73	76	89	83	72	81	78	83	76	71	71	69	71	68	65	70	77	61	66	78	72	67	50	71
Anthony Briançon	30	185	79	R	B	CBT	["CBT"]	Saint-Étienne	2026	France	59	75	88	76	66	66	76	62	65	60	73	73	65	60	61	74	62	61	62	78	85	67	63	79	50	78
Ibrahima Wadji	29	175	74	R	B	CF	["CF"]	Saint-Étienne	2025	Senegal	70	34	79	75	90	90	68	88	74	82	68	69	63	69	73	72	68	61	63	63	79	73	68	71	50	67
Lamine Fomba	26	188	68	R	B	DM	["DM","CM"]	Saint-Étienne	2026	France	71	70	83	85	74	69	76	77	76	74	74	72	69	68	61	72	63	61	63	75	81	76	73	80	50	71
Yvann Maçon	26	176	74	R	B	SB	["SB"]	Saint-Étienne	2025	France	72	67	76	83	85	87	73	85	77	81	72	71	68	72	61	72	64	61	70	68	80	77	73	79	50	72
Igor Miladinović Игор Миладиновић	21	166	59	R	B	AM	["AM"]	Saint-Étienne	2028	Serbia	62	42	71	71	76	84	63	85	73	72	76	70	68	60	62	68	63	63	73	61	66	76	56	63	50	65
Aïmen Moueffek أيمن موفق	23	179	71	R	B	CM	["CM","DM"]	Saint-Étienne	2028	Morocco	73	69	71	72	68	73	75	77	77	72	75	70	70	65	65	68	66	61	62	68	74	78	75	74	50	75
Gautier Larsonneur	27	181	70	R	B	GK	["GK"]	Saint-Étienne	2026	France	31	77	76	71	62	62	79	71	58	57	61	66	64	66	39	76	43	61	49	55	74	65	52	69	77	61
Lucas Frédéric Stassin	20	183	71	R	B	CF	["CF"]	Saint-Étienne	2028	Belgium	76	39	69	71	74	73	76	75	74	73	73	73	69	71	79	74	71	67	68	66	68	74	76	67	50	70
Antoine Gauthier	20	176	66	L	B	CM	["CM"]	Saint-Étienne	2025	France	66	51	70	71	67	71	67	70	69	67	74	69	67	62	65	68	63	65	65	65	67	69	67	65	50	64
Marwann Nzuzi	20	175	65	R	B	SB	["SB"]	Saint-Étienne	2025	France	65	63	71	71	73	71	67	68	69	69	68	66	66	63	61	68	61	61	62	66	68	70	67	67	50	65
Mathis Amougou	19	177	65	R	B	CM	["CM"]	Saint-Étienne	2026	France	67	65	73	71	73	79	72	78	74	73	73	69	68	60	61	68	62	61	62	61	68	74	72	70	50	69
Ayman Aiki	19	178	75	R	B	WF	["WF","SM"]	Saint-Étienne	2026	France	68	36	69	71	73	77	68	73	73	72	66	64	61	62	66	68	62	61	62	61	66	72	68	63	50	65
Jibril Othman	20	177	67	R	B	CF	["CF"]	Saint-Étienne	2027	Tunisia	66	31	68	71	72	75	63	75	76	73	63	63	58	55	69	68	68	61	64	67	68	77	63	63	50	63
Kévin Pedro	18	183	72	R	B	CBT	["CBT"]	Saint-Étienne	2027	France	48	68	72	71	71	68	64	65	66	66	63	63	58	54	61	68	60	61	62	69	73	67	49	67	50	64
Bradley Locko Banzouzi	22	180	65	L	B	SB	["SB"]	Stade Brestois 29	2027	France	69	75	73	79	81	75	79	74	79	79	77	71	73	71	61	68	66	61	66	76	80	80	76	77	50	67
Abdoulaye Niakhate Ndiaye	22	185	75	L	B	CBT	["CBT"]	Stade Brestois 29	2025	Senegal	51	76	79	71	74	66	74	62	65	68	71	67	60	50	61	68	58	61	62	76	81	65	53	72	50	74
Brendan Chardonnet	30	181	74	R	B	CBT	["CBT"]	Stade Brestois 29	2027	France	63	82	85	74	66	66	82	64	69	60	76	70	64	57	61	68	63	61	62	82	82	75	69	76	50	76
Edimilson Fernandes Ribeiro	28	187	77	R	B	DM	["DM","CBT"]	Stade Brestois 29	2025	Switzerland	71	76	79	73	74	74	83	73	78	75	79	80	77	76	68	81	72	71	74	72	79	79	79	68	50	66
Kenny Lala	33	178	78	R	B	SB	["SB"]	Stade Brestois 29	2025	France	77	75	75	81	82	79	78	75	78	79	78	77	78	77	68	77	65	76	79	74	81	78	76	79	50	76
Hugo Magnetti	26	172	75	R	B	DM	["DM","CM"]	Stade Brestois 29	2027	France	72	72	82	76	66	66	77	66	80	68	81	76	72	66	61	73	66	61	65	61	68	81	76	80	50	77
Kamory Doumbia	21	170	53	R	B	AM	["AM","CM"]	Stade Brestois 29	2029	Mali	77	60	76	76	73	74	76	79	79	76	78	77	73	72	72	76	73	61	69	65	67	79	76	72	50	75
Romain Del Castillo	28	172	65	L	B	WF	["WF","SM"]	Stade Brestois 29	2027	France	81	45	76	73	90	82	78	87	84	87	83	82	81	81	79	81	79	76	85	71	78	83	78	74	50	80
Axel Camblan	21	168	60	R	B	WF	["WF","SM"]	Stade Brestois 29	2025	France	67	46	77	71	77	82	66	86	71	72	72	68	67	63	65	68	62	61	65	61	66	71	66	64	50	66
Tolikpaley Luck Evrad Zogbé	19	178	70	R	B	SB	["SB"]	Stade Brestois 29	2027	Côte d'Ivoire	63	67	67	73	70	76	68	70	66	66	68	65	63	63	61	68	60	61	62	63	68	68	68	68	50	61
Mama Samba Baldé	29	176	69	R	B	CF	["CF","WF","SM"]	Stade Brestois 29	2027	Guinea-Bissau	77	51	79	80	89	85	77	84	76	82	73	76	71	76	76	80	72	61	77	78	90	75	77	79	50	76
Abdallah Dipo Sima	23	188	74	R	B	WF	["WF","SM"]	Stade Brestois 29	2025	Senegal	77	45	77	78	93	87	77	83	77	85	74	76	72	77	80	80	74	62	73	79	90	76	77	74	50	74
Ludovic Ajorque	30	196	93	L	B	CF	["CF"]	Stade Brestois 29	2027	France	81	50	95	73	66	66	80	62	77	69	75	77	61	69	81	80	78	62	63	82	79	79	80	79	50	81
Pierre Lees-Melou	31	186	70	R	B	DM	["DM","CM"]	Stade Brestois 29	2025	France	81	76	76	90	67	69	83	73	82	74	83	82	82	81	76	80	76	76	81	68	74	83	82	84	50	80
Romain Faivre	26	180	69	L	B	WF	["WF","SM"]	Stade Brestois 29	2025	France	79	63	73	79	72	79	80	82	84	78	81	79	79	79	78	78	78	83	84	70	77	83	80	74	50	76
Massadio Haïdara	32	179	76	L	B	SB	["SB","CBT","SM","WB"]	Stade Brestois 29	2025	Mali	70	73	81	82	80	78	77	76	76	77	76	78	72	78	65	82	65	67	62	76	86	76	77	81	50	71
Jordan Kévin Amavi	30	176	70	L	B	SB	["SB"]	Stade Brestois 29	2025	France	68	70	74	71	72	71	75	70	74	72	76	75	74	76	65	76	68	67	68	73	76	75	73	73	50	69
Julien Le Cardinal	27	184	74	R	B	CBT	["CBT","SB"]	Stade Brestois 29	2027	France	67	72	79	80	72	70	77	66	72	70	74	69	72	68	61	68	62	61	62	75	79	74	77	77	50	69
Mathias Pereira Lage	28	180	69	R	B	WF	["WF","SM","CM"]	Stade Brestois 29	2025	Portugal	76	64	73	88	92	82	75	81	78	85	80	80	78	79	75	80	77	72	76	73	79	78	75	73	50	72
Jonas Martin	34	184	77	R	B	DM	["DM","CM"]	Stade Brestois 29	2025	France	76	73	70	71	66	66	78	62	74	65	78	76	76	73	66	74	72	73	76	68	66	74	78	73	50	77
Grégoire Coudert	25	188	83	L	B	GK	["GK"]	Stade Brestois 29	2027	France	31	72	76	71	62	62	74	63	58	55	61	63	61	63	31	66	43	61	49	55	70	65	46	57	72	58
Ibrahim Salah ابراهيم صلاح	23	186	70	R	B	WF	["WF","SM","CF"]	Stade Brestois 29	2025	Morocco	78	38	75	72	80	73	75	73	78	79	73	72	63	69	78	74	71	61	62	65	74	78	75	71	50	72
Marco Bizot	33	193	88	R	B	GK	["GK"]	Stade Brestois 29	2026	Netherlands	31	83	82	71	62	62	83	70	58	55	62	66	65	66	37	76	43	62	49	56	78	66	53	70	82	70
Soumaula Coulibaly	21	191	73	L	B	CBT	["CBT"]	Stade Brestois 29	2025	France	51	75	85	76	90	85	77	84	72	79	78	72	68	53	61	68	62	61	62	77	92	73	55	78	50	77
Mahdi Camara	26	178	69	R	B	CM	["CM","AM"]	Stade Brestois 29	2026	France	80	77	77	83	81	73	83	76	81	81	83	78	76	71	75	74	71	61	72	75	79	81	82	81	50	80
Noah Jauny	20	194	81	R	B	GK	["GK"]	Stade Brestois 29	2025	Republic of Ireland	31	70	76	71	62	62	69	61	58	55	61	61	59	61	32	66	43	61	49	55	68	65	36	51	70	55
Joseph Stanley Okumu	27	193	75	R	B	CBT	["CBT"]	Stade de Reims	2028	Kenya	59	77	83	78	89	72	78	71	71	76	69	66	68	63	61	68	62	61	62	81	87	74	64	77	50	74
Maxime Busi	25	182	78	R	B	SB	["SB"]	Stade de Reims	2026	Belgium	69	68	71	73	74	74	74	74	75	73	76	70	72	68	61	68	63	61	68	76	76	76	74	72	50	67
Emmanuel Elysee Djedje Agbadou Badobre	27	192	86	R	B	CBT	["CBT"]	Stade de Reims	2028	Côte d'Ivoire	65	80	91	74	75	66	80	62	69	71	72	68	65	61	62	68	61	61	62	81	86	71	70	80	50	81
Valentin Atangana Edoa	19	173	68	R	B	DM	["DM","CM"]	Stade de Reims	2026	France	72	70	74	71	66	66	75	68	77	68	79	72	69	62	64	68	65	61	62	68	67	77	75	73	50	74
Junya Ito 伊東 純也	31	176	66	R	B	WF	["WF","SM","CF"]	Stade de Reims	2026	Japan	79	61	73	88	86	91	78	89	82	84	80	76	77	76	76	73	76	73	77	62	72	81	78	80	50	78
Mohamed Hassouni Daramy	23	180	71	R	B	WF	["WF","SM","CF"]	Stade de Reims	2028	Denmark	76	36	81	81	87	90	75	88	81	85	75	72	69	70	75	71	70	61	68	66	82	79	75	74	50	73
Teddy Teuma	31	176	73	L	B	CM	["CM","AM"]	Stade de Reims	2027	Malta	80	75	78	83	71	73	80	74	82	76	82	85	82	85	78	89	82	80	82	62	73	83	80	83	50	82
Amine Salama	24	192	78	R	B	CF	["CF","SM","WF"]	Stade de Reims	2027	France	73	31	76	71	81	72	73	68	74	77	68	68	64	66	74	71	70	62	64	73	79	75	73	64	50	67
Reda Jousef Khadra	23	180	72	R	B	AM	["AM","SM","WF"]	Stade de Reims	2027	Germany	76	54	79	74	86	89	77	87	80	84	76	75	72	73	73	75	71	71	71	66	79	78	77	73	50	74
Marshall Nyasha Munetsi	28	188	83	R	B	CM	["CM","AM"]	Stade de Reims	2027	Zimbabwe	80	74	83	90	77	68	81	65	80	78	81	80	74	73	75	80	72	62	67	82	86	81	81	83	50	78
Ludovic Butelle	41	188	84	L	B	GK	["GK"]	Stade de Reims	2025	France	31	73	79	71	62	62	72	61	58	55	61	64	62	64	34	68	43	61	49	55	68	65	46	68	73	63
Keito Nakamura 中村 敬斗	24	180	75	R	B	WF	["WF","SM"]	Stade de Reims	2028	Japan	78	47	73	83	79	82	76	82	81	79	76	78	73	77	77	81	78	76	81	63	74	81	76	76	50	75
Sergio Akieme Rodríguez	27	175	74	L	B	SB	["SB"]	Stade de Reims	2028	Spain	69	72	78	79	81	80	76	78	77	77	77	73	68	73	61	70	66	61	62	75	80	79	74	78	50	67
Gabriel Silva Moscardo de Salles	19	185	73	R	B	DM	["DM","CM"]	Stade de Reims	2025	Brazil	67	72	83	74	73	68	76	70	77	74	77	73	67	62	61	69	66	61	62	71	85	78	71	77	50	71
Alexandre Olliero	28	193	85	R	B	GK	["GK"]	Stade de Reims	2026	France	31	74	81	71	62	62	76	63	58	55	61	65	63	65	38	71	43	61	49	55	73	65	47	67	72	59
Cédric Kipré	28	193	90	R	B	CBT	["CBT"]	Stade de Reims	2027	Côte d'Ivoire	52	78	95	73	75	69	78	63	66	68	69	66	60	55	61	68	61	61	62	77	88	69	57	79	50	79
Oumar Diakité	21	182	75	R	B	CF	["CF"]	Stade de Reims	2028	Côte d'Ivoire	76	31	78	71	83	80	75	76	76	79	71	74	62	71	77	79	72	61	65	76	86	76	75	71	50	72
Aurélio Gabriel Ulineia Buta	27	172	66	R	B	SB	["SB","SM","WB"]	Stade de Reims	2025	Portugal	78	71	77	79	88	90	78	89	80	84	77	76	76	77	64	75	68	61	68	61	71	80	78	79	50	77
Thibault De Smet	26	183	65	L	B	SB	["SB"]	Stade de Reims	2026	Belgium	69	70	73	83	74	70	76	68	75	72	77	74	73	74	61	73	66	61	65	75	76	78	76	80	50	69
Nhoa Ryan Sangui	18	178	67	L	B	SB	["SB"]	Stade de Reims	2026	France	64	63	71	71	74	77	69	72	72	72	72	68	67	66	61	68	62	61	62	63	66	73	69	69	50	66
Mohamed Bamba	20	188	75	L	B	CM	["CM"]	Stade de Reims	2027	Côte d'Ivoire	64	49	71	71	67	71	63	65	67	65	73	68	63	54	61	68	60	61	62	66	71	68	60	68	50	65
Mamadou Diakhon	19	180	75	R	B	WF	["WF","SM"]	Stade de Reims	2026	France	69	41	72	71	78	80	71	79	73	75	68	68	65	67	67	70	65	63	62	61	66	72	71	64	50	66
Yaya Kader Fofana	20	180	68	R	B	CM	["CM"]	Stade de Reims	2028	Côte d'Ivoire	70	65	69	76	76	74	72	77	76	75	77	71	67	60	65	68	64	61	62	62	66	78	72	73	50	71
Amadou Koné	19	185	75	L	B	DM	["DM","CM"]	Stade de Reims	2029	Côte d'Ivoire	68	65	74	71	68	66	72	65	69	67	75	70	65	59	63	68	62	61	62	65	71	71	72	70	50	69
Niama Pape Sissoko	19	186	72	R	B	CF	["CF"]	Stade de Reims	2028	Mali	67	31	76	71	78	69	66	65	68	72	63	63	58	54	71	68	62	61	62	67	74	67	66	63	50	64
Abdoul Koné	19	191	80	R	B	SB	["SB","CBT"]	Stade de Reims	2025	France	64	66	74	71	68	66	71	62	68	65	70	67	65	62	61	68	61	61	62	70	70	70	70	70	50	66
Yehvann Diouf	25	190	74	R	B	GK	["GK"]	Stade de Reims	2027	France	31	80	79	71	62	62	81	67	58	55	61	67	64	67	31	77	43	61	49	55	77	65	49	68	80	65
Đorđe Petrović Ђорђе Петровић	25	194	88	R	B	GK	["GK"]	Strasbourg	2025	Serbia	31	81	84	71	62	62	83	68	58	55	61	67	66	67	34	77	46	61	49	55	79	65	53	76	82	71
Thomas Delaine	32	180	71	L	B	SB	["SB","SM","WB"]	Strasbourg	2025	France	76	69	74	78	87	80	76	80	76	82	77	72	75	71	61	68	63	61	73	71	79	76	76	78	50	76
Saïdou Sow	22	185	75	R	B	CBT	["CBT"]	Strasbourg	2028	Guinea	57	75	80	71	67	67	75	63	69	66	71	68	63	57	61	68	61	61	62	76	79	71	61	71	50	73
Abakar Loubadhe Sylla	22	188	80	L	B	CBT	["CBT"]	Strasbourg	2028	Côte d'Ivoire	53	75	81	76	75	73	75	74	74	74	75	70	64	57	61	68	62	61	62	74	81	74	59	79	50	79
Félix Lemaréchal	21	180	73	R	B	AM	["AM","CM","SM"]	Strasbourg	2029	France	72	65	70	76	67	74	74	68	79	73	81	75	76	72	64	69	69	65	68	63	70	79	74	77	50	76
Diego Manuel Jadon da Silva Moreira	20	179	73	L	B	SM	["SM","SB","WB"]	Strasbourg	2029	Portugal	71	58	76	73	84	88	73	87	78	82	73	71	68	69	68	71	70	61	68	61	70	77	73	72	50	70
Andrey Nascimento dos Santos	20	180	75	R	B	CM	["CM","DM"]	Strasbourg	2025	Brazil	77	73	79	78	77	80	77	80	81	79	81	79	72	69	71	76	70	61	71	76	86	81	77	79	50	79
Miloš Luković Милош Луковић	19	184	76	R	B	CF	["CF"]	Strasbourg	2028	Serbia	70	31	84	71	72	67	66	65	73	71	64	68	58	63	75	75	68	63	62	73	81	74	66	69	50	69
Emmanuel Esseh Emegha	21	195	82	L	B	CF	["CF"]	Strasbourg	2028	Netherlands	77	35	83	74	87	79	75	76	76	80	70	73	60	66	78	78	74	63	68	76	85	78	75	73	50	72
Moïse Orell Dion Sahi	23	175	70	L	B	CF	["CF","AM","SS"]	Strasbourg	2026	Côte d'Ivoire	74	35	74	71	78	79	71	75	77	77	73	72	62	67	78	74	74	63	63	68	78	76	71	63	50	69
Caleb Ryan Wiley	20	178	73	L	B	SB	["SB"]	Strasbourg	2030	United States	71	66	71	73	81	77	73	78	77	79	73	70	71	69	61	68	65	61	68	61	70	77	73	72	50	70
Sékou Mara	22	183	74	R	B	CF	["CF"]	Strasbourg	2029	France	74	31	77	72	78	79	71	76	74	76	72	71	58	60	76	72	70	61	62	78	87	73	71	66	50	67
Algot Sebastian Nanasi	22	178	71	R	B	WF	["WF","SM","AM"]	Strasbourg	2029	Sweden	76	42	78	82	73	80	76	84	82	77	81	74	73	69	73	68	73	67	73	61	67	81	76	74	50	75
Robin Risser Birckel	20	193	82	R	B	GK	["GK"]	Strasbourg	2027	France	31	71	78	71	62	62	75	63	58	55	61	64	62	64	31	69	43	61	49	55	71	65	45	61	75	61
Pape Daouda Diong	18	190	77	R	B	DM	["DM","CM"]	Strasbourg	2029	Senegal	62	59	76	72	67	67	65	65	66	64	73	69	65	59	61	68	60	61	62	71	76	67	63	72	50	66
Junior Mwanga	21	184	80	R	B	DM	["DM","CM"]	Strasbourg	2027	France	69	72	75	80	73	72	76	69	75	72	78	71	66	54	62	68	64	61	62	75	79	77	76	77	50	72
