name	age	height	weight	foot	injury tolerance	position_prefered_team	positions	fifa_team	contract_valid_until	attack	defence	balance	stamina	speed	acceleration	response	agility	dribble accuracy	dribble speed	short pass accuracy	short pass speed	long pass accuracy	long pass speed	shot accuracy	shot power	shot technique	free kick accuracy	swerve	heading	jump	technique	aggression	mentality	gk skills	team work	overall
Alexandre Moreno Lopera	31	179	68	L	B	SB	["SB"]	Nottingham Forest	2025	81	77	74	80	81	83	82	84	81	81	81	74	78	75	73	68	73	66	74	71	78	81	82	79	50	80	79
Hidemasa Morita 守田 英正	29	177	76	R	B	CM	["CM","DM"]	Sporting CP	2026	81	77	79	86	74	73	83	76	83	78	83	80	79	75	79	76	74	66	76	61	72	83	82	83	50	80	79
Florentino Ibrain Morris Luís	25	184	76	R	B	DM	["DM","CM"]	Benfica	2027	76	80	80	84	66	66	85	71	78	69	82	76	69	60	61	70	66	61	62	73	76	78	80	83	50	76	79
Hany Abubakr Mukhtar	29	173	71	R	B	AM	["AM","CF","SS"]	Nashville SC	2025	82	50	76	87	85	85	82	87	83	83	83	80	79	78	81	79	74	81	79	62	72	83	82	73	50	76	79
Nordi Mukiele Mulere	27	187	84	R	B	SB	["SB","CBT"]	Bayer 04 Leverkusen	2025	72	80	82	83	81	79	84	75	78	78	78	74	76	74	62	72	65	62	73	78	87	79	78	84	50	76	79
Juan Agustín Musso	30	191	93	R	B	GK	["GK"]	Atlético Madrid	2025	31	83	83	71	62	62	84	68	58	55	61	67	64	67	39	77	43	61	49	55	79	65	53	74	81	70	79
Wenderson Rodrigues do Nascimento Galeno	27	179	62	R	B	SM	["SM","WF","SB","WB"]	Porto	2026	84	44	74	84	95	93	85	91	84	90	79	79	73	76	81	79	77	76	81	61	74	83	85	75	50	75	79
Matthew Sean O'Riley	24	188	77	L	B	CM	["CM","AM","DM"]	Brighton & Hove Albion	2029	82	69	81	86	74	73	82	75	81	76	84	84	80	81	81	84	79	78	81	73	78	81	82	81	50	81	79
Jonas Omlin	30	190	85	R	B	GK	["GK"]	Borussia Mönchengladbach	2027	31	81	82	71	62	62	85	68	58	56	62	68	66	68	39	79	43	62	49	56	81	66	53	72	82	68	79
Ayoze Pérez Gutiérrez	31	178	66	R	B	WF	["WF","SM","CF","AM","SS"]	Villarreal	2028	85	64	75	78	79	83	84	83	87	83	85	81	82	81	84	79	79	70	79	81	83	86	84	79	50	84	79
Mattia Perin	32	188	77	R	B	GK	["GK"]	Juventus	2027	31	83	79	71	62	63	84	71	58	58	62	66	65	66	34	75	43	62	49	56	77	66	51	76	83	70	79
Matteo Pessina	27	187	77	L	B	CM	["CM","DM","AM"]	Monza	2027	80	75	70	88	76	69	81	71	83	79	85	82	78	76	76	78	76	69	79	71	74	84	81	82	50	80	79
Đorđe Petrović Ђорђе Петровић	25	194	88	R	B	GK	["GK"]	Strasbourg	2025	31	81	84	71	62	62	83	68	58	55	61	67	66	67	34	77	46	61	49	55	79	65	53	76	82	71	79
Ethan Rupert Pinnock	31	194	79	L	B	CBT	["CBT"]	Brentford	2027	57	83	87	81	74	70	82	64	70	70	71	68	65	56	61	68	61	61	62	81	88	71	64	82	50	79	79
Yéremy Jesús Pino Santos	22	172	65	R	B	WF	["WF","SM"]	Villarreal	2027	82	45	74	76	80	81	81	82	84	82	82	79	80	79	83	77	76	69	77	62	66	83	81	70	50	76	79
Soufiane Rahimi سفيان رحيمي	28	181	79	R	B	WF	["WF","SM","CF"]	Al Ain	2028	81	43	74	83	86	89	79	84	81	85	79	77	75	76	83	75	79	73	73	70	80	80	79	73	50	75	79
Gonçalo Matias Ramos	23	185	82	R	B	CF	["CF"]	Paris Saint Germain	2028	85	51	82	86	79	80	83	80	81	79	77	80	69	74	83	85	77	61	69	83	90	81	83	84	50	79	79
Antonee Robinson	27	183	70	L	B	SB	["SB"]	Fulham	2028	78	76	77	83	90	89	83	85	81	87	78	72	80	72	61	68	65	61	83	71	84	80	81	84	50	77	79
Alejandro Sebastián Romero Gamarra	29	171	67	L	B	AM	["AM","CM","SM"]	Al Ain	2026	79	64	76	76	83	85	79	86	83	82	84	79	83	78	78	74	77	79	83	62	66	84	79	77	50	81	79
Oriol Romeu Vidal	33	183	83	R	B	DM	["DM","CM"]	Girona	2025	75	79	85	80	66	66	83	63	76	66	83	82	69	68	62	81	65	64	63	78	81	79	81	83	50	79	79
Valentin Rongier	29	172	67	R	B	DM	["DM","CM"]	Olympique de Marseille	2026	76	77	84	80	68	71	83	74	81	74	82	78	76	73	68	75	75	68	72	64	74	83	82	80	50	78	79
Frederik Riis Rønnow	32	188	81	R	B	GK	["GK"]	FC Union Berlin	2028	31	83	81	71	62	62	85	68	58	55	62	66	64	66	33	74	43	62	49	56	79	66	53	65	83	68	79
Gerónimo Rulli	32	189	84	R	B	GK	["GK"]	Olympique de Marseille	2027	31	83	83	72	62	62	85	73	59	56	63	69	69	70	38	83	43	63	49	56	79	66	53	76	82	76	79
Julian Ryerson	27	183	82	R	B	SB	["SB"]	Borussia Dortmund	2028	74	79	82	85	77	81	81	80	81	79	81	79	78	79	71	77	69	62	65	71	78	81	81	86	50	76	79
Pape Matar Sarr	22	184	70	R	B	DM	["DM","CM"]	Tottenham Hotspur	2030	80	77	76	85	73	76	83	77	82	77	83	79	79	75	72	74	72	61	66	67	77	82	82	82	50	80	79
Gianluca Scamacca	25	196	85	R	B	CF	["CF"]	Atalanta	2027	83	44	87	72	74	67	81	67	82	76	81	82	68	69	86	85	82	76	74	86	89	84	81	69	50	77	79
Perr Schuurs	25	191	85	R	B	CBT	["CBT"]	Torino	2026	59	83	79	78	79	67	84	67	77	76	81	84	78	80	66	87	71	76	73	79	82	79	65	77	50	78	79
Benjamin Šeško	21	195	85	R	B	CF	["CF"]	RB Leipzig	2029	81	51	85	82	90	82	77	80	83	86	79	81	67	73	85	84	80	66	68	85	94	83	77	76	50	75	79
Mário Rui Silva Duarte	33	170	67	L	B	SB	["SB"]	Napoli	2026	75	75	77	85	82	84	82	86	83	82	83	78	83	79	62	74	74	79	79	69	75	83	81	84	50	77	79
Wilfried Stephane Singo	23	190	79	R	B	CBT	["CBT","SB"]	Monaco	2028	76	78	87	81	85	76	82	74	78	82	79	79	77	79	65	80	64	61	72	81	90	78	82	83	50	76	79
Łukasz Skorupski	33	188	90	R	B	GK	["GK"]	Bologna	2025	31	82	79	71	62	62	85	69	58	56	62	65	64	65	34	73	43	62	49	56	77	66	53	74	82	66	79
Tomáš Souček	29	192	86	R	B	DM	["DM","CM"]	West Ham United	2027	81	80	85	88	66	66	84	62	78	67	80	78	77	75	78	77	78	64	68	85	85	80	82	85	50	80	79
Leonardo Spinazzola	31	186	75	R	B	SM	["SM","SB","WB"]	Napoli	2026	82	77	72	76	90	88	83	85	84	87	81	77	80	79	70	75	75	63	71	76	83	84	83	77	50	80	79
António João Pereira de Albuquerque Tavares da Silva	21	187	82	R	B	CBT	["CBT"]	Benfica	2027	56	84	85	85	84	81	83	72	77	79	81	73	69	60	62	68	64	62	62	81	85	78	63	81	50	79	79
Pietro Terracciano	34	193	78	R	B	GK	["GK"]	Fiorentina	2026	31	82	81	71	62	62	85	69	58	55	61	67	65	67	34	78	43	61	49	55	78	65	50	74	82	68	79
Martin Terrier	27	184	71	R	B	CF	["CF","SM","WF"]	Bayer 04 Leverkusen	2029	81	42	79	80	85	84	81	80	84	84	82	82	78	79	85	82	83	68	80	80	88	85	81	73	50	77	79
Kieran Tierney	27	180	73	L	B	SB	["SB"]	Arsenal	2026	81	78	76	81	85	81	82	80	82	83	82	82	80	83	63	82	69	66	77	68	79	81	82	83	50	82	79
Quinten Ryan Crispito Timber	23	179	71	R	B	CM	["CM","AM","DM"]	Feyenoord	2026	81	76	85	81	74	88	83	85	82	78	83	85	77	79	78	87	79	67	75	72	88	83	83	83	50	82	79
Jurriën David Norman Timber	23	179	78	R	B	CBT	["CBT","SB"]	Arsenal	2028	77	82	85	80	81	81	85	79	81	80	83	74	73	65	63	68	65	63	62	76	86	82	83	79	50	75	79
Rafael Tolói	34	185	75	R	B	CBT	["CBT"]	Atalanta	2025	59	84	81	81	69	66	83	65	72	67	76	76	67	65	62	79	66	73	62	85	85	76	65	83	50	85	79
Edin Višća	34	172	63	R	B	WF	["WF","SM"]	Trabzonspor	2025	80	55	79	83	84	86	78	88	82	83	80	81	79	82	81	83	80	74	80	61	71	83	78	73	50	75	79
Nikola Vlašić	27	179	79	R	B	AM	["AM","WF","SM"]	Torino	2027	80	61	81	80	77	80	80	80	85	81	83	83	78	79	79	83	80	78	74	73	79	85	80	80	50	81	79
Aaron Wan-Bissaka	27	183	72	R	B	SB	["SB"]	West Ham United	2031	78	78	75	78	87	81	84	81	81	85	79	76	72	74	62	74	64	62	77	62	76	78	81	78	50	76	79
James Michael Edward Ward-Prowse	30	173	66	R	B	CM	["CM","DM","AM"]	Nottingham Forest	2025	75	69	74	92	66	67	78	71	81	68	86	85	88	88	78	84	74	93	93	68	70	83	78	86	50	79	79
Julian Weigl	29	186	77	R	B	DM	["DM","CM"]	Borussia Mönchengladbach	2028	77	75	73	83	66	70	82	74	80	68	87	80	78	69	73	73	70	62	77	73	75	81	82	82	50	78	79
Yoane Wissa	28	176	74	R	B	WF	["WF","SM","CF"]	Brentford	2026	81	35	75	81	89	85	80	85	83	86	80	79	73	78	83	79	82	64	63	73	81	83	80	77	50	77	79
Denis Lemi Zakaria Lako Lado	28	190	81	R	B	DM	["DM","CM"]	Monaco	2028	77	80	89	84	88	76	84	74	83	85	85	83	79	78	73	83	71	63	68	75	85	84	84	87	50	81	79
Davide Zappacosta	32	182	75	R	B	SB	["SB","SM","WB"]	Atalanta	2025	79	76	70	83	79	80	81	77	81	79	81	81	81	83	69	81	77	68	79	76	79	80	78	81	50	78	79
Edon Zhegrova	25	181	66	L	B	WF	["WF","SM"]	LOSC Lille	2026	81	38	77	75	85	93	81	92	86	87	80	80	78	81	75	81	77	78	85	61	72	84	81	69	50	75	79
Oleksandr Zinchenko Зінченко Олександр Володимирович	27	175	64	L	B	SB	["SB"]	Arsenal	2027	82	76	75	81	67	77	83	79	85	76	86	84	85	83	68	81	76	81	85	76	78	85	83	80	50	82	79
Joshua Orobosa Zirkzee	23	193	89	R	B	CF	["CF"]	Manchester United	2029	82	45	85	75	77	78	81	82	85	81	81	80	71	72	82	79	81	73	73	78	88	85	81	68	50	76	79
Carlos Augusto Zopalato Neves	25	184	75	L	B	SM	["SM","SB","WB"]	Inter	2028	82	76	82	85	82	82	82	82	83	82	81	82	80	82	74	82	80	78	80	77	87	83	82	84	50	81	79
Saud Abdullah Abdul Hamid سعود عبدالحميد	25	175	70	R	B	SB	["SB"]	Roma	2027	78	73	82	93	93	92	78	88	76	85	76	71	76	70	61	68	62	61	68	69	77	73	77	86	50	75	78
Kevin Oghenetega Tamaraebi Bakumo-Abraham	27	194	82	R	B	CF	["CF"]	Milan	2025	83	44	87	73	84	79	83	73	82	82	79	80	64	71	81	83	79	66	62	84	93	82	83	74	50	79	78
Abdul-Nasir Oluwatosin Oluwadoyinsolami Adarabioyo	27	196	80	R	B	CBT	["CBT"]	Chelsea	2028	53	82	85	74	80	71	81	64	74	72	81	73	70	57	61	68	65	61	62	80	87	81	60	78	50	81	78
Amine Adli أمين عدلي	24	174	72	L	B	CF	["CF","SM","AM","SS","WF"]	Bayer 04 Leverkusen	2028	81	49	79	82	83	89	80	88	84	84	79	80	72	76	82	82	77	63	77	78	93	84	80	80	50	78	78
Joseph Aidoo	29	181	80	R	B	CBT	["CBT"]	Celta de Vigo	2026	52	79	92	83	82	74	83	73	65	72	77	71	60	53	61	68	60	61	62	81	90	67	57	85	50	79	78
Miguel Ángel Almirón Rejala	30	174	70	L	B	WF	["WF","SM"]	Newcastle United	2026	80	64	69	88	88	90	81	89	82	85	79	79	76	78	79	79	78	72	81	62	68	81	81	81	50	77	78
Nadiem Amiri	28	180	75	R	B	CM	["CM","AM"]	FSV Mainz 05	2028	83	66	78	78	66	79	82	82	85	75	83	83	82	83	77	84	79	82	83	62	70	84	82	76	50	81	78
Sofyan Amrabat سفيان أمرابط	28	183	77	R	B	DM	["DM","CM"]	Fenerbahçe	2025	74	75	83	83	72	68	80	68	80	75	82	83	76	76	72	84	77	72	76	70	78	81	78	85	50	79	78
Michail Gregory Antonio	34	180	82	R	B	CF	["CF"]	West Ham United	2025	83	56	88	76	82	78	84	74	81	82	79	79	78	79	80	81	76	69	71	86	94	81	84	81	50	82	78
Mauro Wilney Arambarri Rosa	29	175	74	R	B	DM	["DM","CM"]	Getafe	2028	73	79	80	83	66	72	81	72	79	69	80	82	75	77	66	85	76	76	79	70	79	80	80	83	50	76	78
Cristian Daniel Arango Duque	29	178	78	R	B	CF	["CF","AM","SS"]	Real Salt Lake	2026	82	46	79	78	78	80	81	79	81	79	81	81	68	69	84	81	78	75	77	81	90	82	81	75	50	78	78
Benoît Badiashile Mukinayi	23	194	75	L	B	CBT	["CBT"]	Chelsea	2030	59	81	85	73	72	66	81	62	71	68	80	74	71	64	62	70	62	62	62	80	83	74	65	77	50	79	78
Antonín Barák	29	190	86	L	B	CM	["CM","AM"]	Kasımpaşa	2025	81	66	77	81	73	74	81	75	82	77	82	83	81	82	79	85	80	77	80	74	79	83	81	76	50	78	78
Ricardo Domingos Barbosa Pereira	31	175	70	R	B	SB	["SB"]	Leicester City	2026	80	77	77	76	75	79	81	79	81	77	81	78	81	79	73	76	71	64	80	76	80	81	81	79	50	81	78
Melvin Michel Maxence Bard	24	173	65	L	B	SB	["SB","SM","WB"]	Nice	2028	76	77	80	83	82	80	80	79	78	79	78	76	77	76	61	74	65	61	74	68	79	79	79	82	50	76	78
Ross Barkley	30	186	76	R	B	CM	["CM","AM"]	Aston Villa	2027	81	66	80	79	66	66	83	68	83	71	84	85	80	80	78	85	77	78	74	75	76	83	83	78	50	80	78
Marc Bartra Aregall	33	184	73	R	B	CBT	["CBT"]	Real Betis	2025	70	82	80	75	73	73	85	72	78	73	83	79	75	70	66	77	70	63	71	83	86	81	75	78	50	81	78
Maximilian Beier	22	185	72	R	B	CF	["CF","WF","SM"]	Borussia Dortmund	2029	83	33	73	85	90	90	82	88	82	87	77	79	70	76	84	83	80	62	74	73	78	82	82	73	50	73	78
Andrea Belotti	30	181	84	R	B	CF	["CF"]	Como	2026	86	45	84	78	75	71	83	74	80	76	76	77	60	66	83	82	77	67	69	86	90	80	83	82	50	81	78
Francisco José Beltrán Peinado	25	165	64	R	B	DM	["DM","CM"]	Celta de Vigo	2026	73	78	75	73	66	67	79	74	79	70	85	76	80	71	63	68	69	65	62	68	71	80	78	74	50	76	78
Mohamed Saïd Benrahma محمد سعيد بن رحمة	29	172	67	R	B	WF	["WF","SM"]	Olympique Lyonnais	2027	80	50	76	76	75	81	78	83	84	80	80	82	77	81	78	85	77	76	77	62	71	84	78	70	50	75	78
Ramy Bensebaini رامي بن سبعيني	29	187	82	L	B	SB	["SB","CBT"]	Borussia Dortmund	2027	76	77	81	77	82	75	81	74	81	82	80	76	77	76	78	74	71	71	72	81	88	80	81	80	50	76	78
Nabil Bentaleb نبيل بن طالب	30	187	78	L	B	DM	["DM","CM"]	LOSC Lille	2026	75	74	79	79	66	66	81	70	84	70	85	85	78	78	73	85	79	77	74	67	74	85	81	80	50	79	78
Mërgim Berisha	26	188	84	R	B	CF	["CF"]	TSG Hoffenheim	2027	83	44	79	73	74	77	81	75	81	76	80	82	74	79	83	85	80	81	83	78	85	82	81	74	50	79	78
Jan-Niklas Beste	25	175	66	L	B	SM	["SM","SB","WB"]	Benfica	2029	75	65	75	87	79	83	73	84	80	80	79	79	84	85	78	80	71	88	90	61	66	79	73	78	50	75	78
Veljko Birmančević Вељко Бирманчевић	26	179	69	R	B	WF	["WF","SM"]	Sparta Praha	2026	79	44	74	80	79	84	81	87	82	81	80	77	77	76	78	74	76	74	75	61	70	82	81	69	50	73	78
Olivier Maxime Boscagli	27	181	68	L	B	CBT	["CBT"]	PSV	2025	71	84	79	81	70	74	85	75	82	74	85	81	82	76	62	77	72	66	62	81	85	85	76	80	50	81	78
Lilian Brassier	25	186	78	L	B	CBT	["CBT"]	Olympique de Marseille	2025	63	83	81	76	75	71	80	68	76	74	78	72	70	65	61	68	64	61	62	81	85	78	69	78	50	78	78
Ante Budimir	33	190	75	L	B	CF	["CF"]	Osasuna	2027	83	40	85	75	68	66	80	65	83	75	73	76	60	69	86	80	78	71	62	88	89	84	80	78	50	73	78
Emiliano Buendía Stati	27	172	72	R	B	WF	["WF","SM","AM"]	Aston Villa	2026	80	69	79	71	70	78	79	80	84	77	83	82	82	81	79	80	78	79	84	80	81	84	79	77	50	83	78
Roman Bürki	34	187	85	R	B	GK	["GK"]	Saint Louis City	2025	31	82	82	72	62	62	85	71	59	55	63	63	63	63	33	66	43	63	49	56	82	66	51	77	83	74	78
Daniel Johnson Burn	32	198	87	L	B	CBT	["CBT","SB"]	Newcastle United	2025	72	78	90	81	66	66	81	62	74	65	80	72	74	69	62	68	62	62	62	82	74	74	81	84	50	75	78
Nélson Cabral Semedo	31	177	69	R	B	SB	["SB","SM","WB"]	Wolverhampton Wanderers	2025	78	76	76	82	83	82	81	82	82	82	81	78	77	78	62	77	68	62	68	68	78	83	81	82	50	77	78
Riccardo Calafiori	22	188	86	L	B	SB	["SB","CBT"]	Arsenal	2029	76	77	81	78	74	73	83	73	78	74	80	79	76	78	68	79	73	72	76	79	85	81	81	79	50	74	78
Maxence Caqueret	24	174	63	R	B	CM	["CM","DM"]	Olympique Lyonnais	2026	78	78	77	90	78	80	83	84	82	79	83	75	79	70	69	68	70	76	71	62	71	82	83	87	50	80	78
Daniel Castelo Podence	29	165	58	R	B	WF	["WF","SM","CF","AM","SS"]	Al Shabab	2027	80	46	80	76	82	90	80	91	84	85	78	75	74	73	76	73	70	61	77	61	66	83	80	74	50	78	78
Trevoh Thomas Chalobah	25	192	75	R	B	CBT	["CBT","SB"]	Crystal Palace	2025	67	79	85	76	74	69	81	64	75	71	80	74	72	65	61	68	66	61	62	80	86	80	80	77	50	72	78
Andrea Colpani	25	184	75	L	B	AM	["AM","SM","WF"]	Fiorentina	2025	80	67	74	82	82	77	80	77	83	82	83	82	79	79	80	81	80	80	82	73	79	83	80	74	50	76	78
Murillo Santiago Costa dos Santos	22	180	75	L	B	CBT	["CBT"]	Nottingham Forest	2028	58	82	91	76	76	78	81	74	74	74	77	75	70	67	61	74	66	66	62	79	85	76	65	79	50	82	78
Vladimír Coufal	32	175	76	R	B	SB	["SB"]	West Ham United	2025	77	78	79	87	68	73	81	71	79	72	80	75	80	76	62	71	70	62	78	76	79	80	81	87	50	79	78
Kerem Demirbay	31	183	75	L	B	CM	["CM","DM","AM"]	Galatasaray	2026	80	73	78	83	68	68	78	74	82	74	83	83	81	80	79	83	77	83	87	62	69	83	78	81	50	81	78
Kiernan Frank Dewsbury-Hall	26	178	70	L	B	CM	["CM","DM","AM"]	Chelsea	2029	81	72	77	86	70	79	81	78	82	76	83	81	79	78	76	79	78	76	80	72	80	83	81	83	50	81	78
Dénes Dibusz	34	188	81	R	B	GK	["GK"]	Ferencváros	2027	31	81	79	71	62	62	85	67	58	55	62	67	65	67	37	78	43	62	49	56	76	66	52	76	79	71	78
Ousmane Diomande	20	190	93	R	B	CBT	["CBT"]	Sporting CP	2027	53	81	88	80	85	81	81	75	78	80	78	72	69	50	61	68	65	61	62	78	90	81	58	82	50	82	78
Berat Ridvan Gjimshiti	31	190	83	R	B	CBT	["CBT"]	Atalanta	2026	64	82	83	78	71	68	81	63	65	66	73	69	69	61	61	68	61	61	62	83	86	71	70	79	50	80	78
Marko Dmitrović Марко Дмитровић	32	194	91	L	B	GK	["GK"]	Leganés	2025	31	82	86	71	62	62	82	66	58	55	62	68	66	69	41	81	43	62	49	56	78	66	51	74	81	69	78
Ritsu Doan 堂安 律	26	172	74	L	B	WF	["WF","SM","AM","CF","SS"]	SC Freiburg	2027	81	46	80	81	77	86	81	88	85	81	82	75	78	74	74	69	73	75	79	62	72	85	81	70	50	76	78
Danilho Raimundo Doekhi	26	190	86	R	B	CBT	["CBT"]	FC Union Berlin	2027	62	82	88	74	66	66	80	68	72	65	76	71	66	60	61	68	63	61	62	85	88	75	68	77	50	79	78
Murphy Oscar Dorley	26	174	66	L	B	DM	["DM","CM"]	Slavia Praha	2027	74	77	77	87	79	83	81	85	82	80	83	76	79	73	63	68	70	73	79	71	79	82	81	82	50	76	78
Oscar dos Santos Emboaba Júnior	33	179	70	R	B	AM	["AM","CM","WF","SM"]	Shanghai Port	2024	82	63	76	86	78	79	81	85	84	79	85	82	82	81	81	81	82	83	81	68	75	86	81	79	50	80	78
Ayoub El Kaabi أيوب الكعبي	31	182	76	L	B	CF	["CF"]	Olympiakos Piraeus	2026	82	48	80	74	85	83	78	80	79	81	73	77	63	74	85	83	81	65	70	83	90	81	78	71	50	75	78
Aschraf El Mahdioui	28	182	71	R	B	DM	["DM","CM"]	Al Taawon	2026	70	74	74	90	68	73	81	76	78	71	83	77	77	70	61	71	71	72	76	61	66	82	81	84	50	74	78
Harvey Scott Elliott	21	168	64	L	B	AM	["AM","CM","WF","SM"]	Liverpool	2027	81	59	79	79	75	81	79	86	83	79	82	82	79	81	71	81	78	70	75	61	66	82	79	74	50	78	78
Christian Dannemann Eriksen	32	182	76	R	B	CM	["CM","DM"]	Manchester United	2025	81	60	71	74	66	66	82	67	83	68	86	84	86	83	77	82	82	86	87	63	66	87	82	67	50	76	78
Luis Alfonso Espino García	32	172	71	L	B	SB	["SB"]	Rayo Vallecano	2026	75	75	81	90	88	90	83	83	78	84	74	77	79	82	69	83	64	67	74	71	86	76	73	87	50	76	78
Lucas Estella Perri	26	197	98	R	B	GK	["GK"]	Olympique Lyonnais	2028	31	82	87	71	62	62	83	68	58	55	61	70	67	72	34	85	43	61	49	55	80	65	51	68	82	71	78
Francisco Fernandes da Conceição	21	168	61	L	B	WF	["WF","SM"]	Juventus	2025	78	44	79	75	89	90	82	92	84	88	78	76	77	77	74	76	73	61	77	61	66	83	82	68	50	71	78
Wesley Fofana	23	186	84	R	B	CBT	["CBT"]	Chelsea	2029	56	83	83	73	80	69	83	65	75	76	78	71	67	56	61	68	63	61	62	79	78	76	62	78	50	81	78
Przemysław Frankowski	29	175	70	R	B	SB	["SB","SM","WB"]	Lens	2028	80	72	76	86	90	94	82	86	81	85	81	79	80	79	77	77	77	71	75	68	82	81	82	81	50	78	78
Levi Samuel Garcia	27	182	86	L	B	CF	["CF","WF","SM"]	AEK Athens	2028	77	40	89	81	90	90	78	86	84	88	76	78	74	78	82	81	76	77	82	81	96	83	78	78	50	77	78
Eric García Martret	23	182	76	R	B	CBT	["CBT","DM","SB"]	FC Barcelona	2026	69	80	76	73	73	66	83	68	77	72	85	75	74	61	62	68	65	62	70	80	79	81	82	77	50	74	78
Rubén García Santos	31	172	71	L	B	WF	["WF","SM"]	Osasuna	2026	79	52	77	74	75	85	78	85	82	78	83	81	83	81	81	79	76	83	80	65	67	83	78	71	50	76	78
Francisco José García Torres	25	169	63	L	B	SB	["SB"]	Real Madrid	2027	76	72	81	83	90	91	79	89	81	85	81	74	75	74	62	68	66	62	74	65	79	81	78	78	50	73	78
Federico Gatti	26	190	80	R	B	CBT	["CBT"]	Juventus	2027	60	83	81	75	80	77	81	70	71	73	74	69	63	54	61	68	62	61	62	83	89	74	66	79	50	81	78
Ryan Gauld	28	169	62	L	B	WF	["WF","SM","CF"]	Vancouver Whitecaps	2027	81	55	79	90	86	86	81	89	83	85	81	77	79	77	76	74	72	78	82	70	69	82	81	76	50	75	78
João Victor Gomes da Silva	23	176	74	R	B	DM	["DM","CM"]	Wolverhampton Wanderers	2028	75	76	77	81	77	72	82	75	79	77	81	80	76	74	68	79	72	71	66	76	77	80	79	83	50	79	78
José Ángel Gómez Campaña	31	179	70	R	B	CM	["CM","SM","DM"]	Las Palmas	2025	79	72	79	83	68	69	79	73	82	74	83	81	82	80	76	79	76	82	87	72	77	83	79	79	50	79	78
Ismaily Gonçalves dos Santos	34	177	82	L	B	SB	["SB"]	LOSC Lille	2025	79	75	82	84	79	81	80	78	81	79	81	79	77	79	69	79	71	62	70	68	80	81	79	77	50	76	78
Amine Ferid Gouiri	24	181	80	R	B	CF	["CF"]	Rennes	2027	81	50	77	78	78	82	81	81	83	80	82	82	77	80	81	84	81	81	81	75	83	83	81	74	50	77	78
Jonathan Gradit	32	180	75	R	B	CBT	["CBT"]	Lens	2026	65	82	82	81	73	75	81	72	75	73	78	72	69	65	61	68	63	61	62	78	86	76	71	82	50	81	78
Ryan Jiro Gravenberch	22	190	77	R	B	CM	["CM","DM"]	Liverpool	2028	81	76	79	82	76	78	82	80	86	82	83	82	79	79	80	81	81	75	78	69	80	85	82	79	50	80	78
Michael Gregoritsch	30	193	91	L	B	CF	["CF"]	SC Freiburg	2028	84	45	87	77	66	66	83	63	78	66	79	82	71	78	82	86	80	80	84	87	88	81	83	72	50	76	78
Vicente Guaita Panadero	37	190	80	R	B	GK	["GK"]	Celta de Vigo	2025	31	82	80	71	62	62	82	75	58	56	62	68	66	69	34	81	43	62	49	56	78	66	52	75	82	72	78
Arda Güler	19	175	70	L	B	AM	["AM","SM","WF"]	Real Madrid	2029	77	58	76	76	74	79	78	82	84	79	83	81	82	81	77	79	79	80	86	61	66	84	78	67	50	73	78
Christian Günter	31	184	83	L	B	SB	["SB","SM","WB"]	SC Freiburg	2028	75	75	85	85	86	79	81	74	78	82	78	79	78	84	63	83	67	75	80	73	85	77	81	85	50	75	78
Abderrazak Hamdallah عبد الرزاق حمد الله	33	179	75	R	B	CF	["CF","AM","SS"]	Al Shabab	2027	85	38	83	85	71	66	85	72	80	76	78	79	72	76	85	81	77	78	78	84	79	79	85	81	50	80	78
Lukáš Haraslín	28	182	71	R	B	WF	["WF","SM"]	Sparta Praha	2026	81	44	76	74	84	82	81	85	83	84	78	78	76	77	79	78	78	79	76	68	76	83	81	66	50	73	78
Juan Camilo Hernández Suárez	25	176	73	R	B	CF	["CF"]	Columbus Crew	2025	81	50	81	82	83	88	80	85	82	82	81	79	76	74	83	79	78	75	73	78	89	81	80	82	50	80	78
Héctor Miguel Herrera López	34	185	78	R	B	CM	["CM","DM"]	Houston Dynamo	2024	82	75	83	83	67	68	82	69	81	73	84	83	78	76	78	83	75	75	73	68	76	81	82	84	50	83	78
Ander Herrera Agüera	35	182	71	R	B	CM	["CM","DM"]	Athletic Club	2025	82	80	77	83	66	70	85	73	83	71	83	81	83	79	76	79	78	73	82	72	74	84	83	84	50	83	78
Sergio Herrera Pirón	31	192	82	R	B	GK	["GK"]	Osasuna	2026	31	81	81	71	62	62	81	67	58	55	61	67	65	68	37	79	43	61	49	55	78	65	53	72	81	65	78
Isak Malcolm Kwaku Hien	25	191	90	R	B	CBT	["CBT"]	Atalanta	2028	56	82	89	71	79	68	81	63	67	70	70	67	62	50	61	68	61	61	62	76	83	69	62	77	50	76	78
Andreas Hugo Hoelgebaum Pereira	28	178	66	R	B	AM	["AM","CM"]	Fulham	2026	80	69	73	81	78	79	81	79	81	80	82	84	82	85	78	86	80	83	87	66	74	81	81	82	50	82	78
Rasmus Winther Højlund	21	191	79	L	B	CF	["CF"]	Manchester United	2028	82	40	89	81	88	86	81	78	80	84	78	82	59	67	82	86	76	61	66	76	92	80	81	83	50	80	78
Hee-chan Hwang 황희찬 黄喜灿	28	177	77	R	B	CF	["CF","WF","SM"]	Wolverhampton Wanderers	2028	82	46	79	81	84	90	81	89	80	82	78	79	74	77	81	81	79	63	68	74	86	79	81	77	50	78	78
Borja Iglesias Quintas	31	187	86	R	B	CF	["CF"]	Celta de Vigo	2025	84	46	86	73	68	67	83	65	81	74	81	82	67	71	83	85	79	73	62	83	87	83	83	74	50	80	78
